"","Subject","AgeGroup","Phase","Item_ID","prime_target","PrimeType","TargetSlide.ACC","Sex","Procedure.Block.","Trial","picture1","picture2","PracticeSlide.ACC","PracticeSlide.CRESP","richtig","Sortiernummer","TargetSlide.CRESP","testpic1","testpic2","text"
"1584",39,"9",2,1032,10,1,1,1,"test",42,"","",NA,"","4",42,"4","bilder/woman cuts cake.bmp","bilder/man cutting cake.bmp","Wo schneidet die Frau den Kuchen?"
"1585",39,"9",2,1022,10,1,1,1,"test",43,"","",NA,"","{+}",43,"{+}","bilder/man reads newspaper 2.bmp","bilder/man reads newspaper.bmp","Wo liest der Mann die Zeitung?"
"1586",39,"9",2,508,1,1,1,1,"test",44,"","",NA,"","4",44,"4","bilder/Doctor pushing Queen.bmp","bilder/Doctor hugging Queen.bmp","Wo ist die Königin, die die Ärztin schubst"
"1587",39,"9",2,27,2,1,0,1,"test",45,"","",NA,"","{+}",45,"{+}","bilder/Singer waking Photographer.bmp","bilder/Photographer waking Singer.bmp","Wo ist die Sängerin, die die Fotografin weckt"
"1588",39,"9",2,1023,10,1,1,1,"test",46,"","",NA,"","{+}",46,"{+}","bilder/doctor talks on phone 2.bmp","bilder/doctor talks on phone.bmp","Wo telefoniert der Doktor"
"1589",39,"9",2,509,1,1,1,1,"test",47,"","",NA,"","4",47,"4","bilder/Witch waking Photographer.bmp","bilder/Witch kissing Photographer.bmp","Wo ist die Fotografin, die die Hexe weckt"
"1590",39,"9",2,34,2,1,0,1,"test",48,"","",NA,"","{+}",48,"{+}","bilder/Child kissing Nurse.bmp","bilder/Nurse kissing Child.bmp","Wo ist das Kind, das die Krankenschwester küsst"
"1591",39,"9",2,1024,10,1,1,1,"test",49,"","",NA,"","4",49,"4","bilder/grandma with handbag waves man.bmp","bilder/grandma with handbag waves man 2.bmp","Wo ist die Großmutter mit der Handtasche"
"1592",39,"9",2,1025,10,1,1,1,"test",50,"","",NA,"","{+}",50,"{+}","bilder/grandpa reads book to boy 2.bmp","bilder/grandpa reads book to boy.bmp","Wo liest der Großvater dem Jungen vor"
"1593",39,"9",2,510,1,1,1,1,"test",51,"","",NA,"","{+}",51,"{+}","bilder/Woman combing Ballerina.bmp","bilder/Woman splashing Ballerina.bmp","Wo ist die Ballerina, die die Frau bespritzt"
"1594",39,"9",2,26,2,1,0,1,"test",52,"","",NA,"","{+}",52,"{+}","bilder/Doctor combing Witch.bmp","bilder/Witch combing Doctor.bmp","Wo ist die Ärztin, die die Hexe kämmt"
"1595",39,"9",2,1026,10,1,1,1,"test",53,"","",NA,"","{+}",53,"{+}","bilder/woman listens to radio 2.bmp","bilder/woman listens to radio.bmp","Wo hört die Frau Radio"
"1596",39,"9",2,511,1,1,1,1,"test",54,"","",NA,"","4",54,"4","bilder/Child kissing Girl.bmp","bilder/Child splashing Girl.bmp","Wo ist das Mädchen, das das Kind küsst"
"1597",39,"9",2,25,2,1,0,1,"test",55,"","",NA,"","4",55,"4","bilder/Painter hugging Queen.bmp","bilder/Queen hugging Painter.bmp","Wo ist die Königin, die die Malerin umarmt"
"1598",39,"9",2,1027,10,1,1,1,"test",56,"","",NA,"","4",56,"4","bilder/girl prods man with ruler HA.bmp","bilder/girl prods man with ruler LA.bmp","Wo ist das Mädchen mit dem lineal?"
"1599",39,"9",2,512,1,1,1,1,"test",57,"","",NA,"","{+}",57,"{+}","bilder/Granny pushing Singer.bmp","bilder/Granny combing Singer.bmp","Wo ist die Sängerin, die die Großmutter kämmt"
"1600",39,"9",2,20,2,1,0,1,"test",58,"","",NA,"","4",58,"4","bilder/Photographer splashing Ballerina.bmp","bilder/Ballerina splashing Photographer.bmp","Wo ist die Ballerina, die die Fotografin bespritzt"
"1601",39,"9",3,1016,10,1,1,1,"test",59,"","",NA,"","4",59,"4","bilder/chef sitting at table.bmp","bilder/chef sitting at table2.bmp","Wo sitzt der Koch am Tisch?"
"1602",39,"9",3,4,2,1,0,1,"test",60,"","",NA,"","{+}",60,"{+}","bilder/Nurse combing Photographer.bmp","bilder/Photographer combing nurse.bmp","Wo ist die Krankenschwester, die die Fotografin kämmt?"
"1603",39,"9",3,3,2,1,1,1,"test",61,"","",NA,"","{+}",61,"{+}","bilder/Painter splashing Doctor.bmp","bilder/Doctor splashing painter.bmp","Wo ist die Malerin, die die Ärztin bespritzt?"
"1604",39,"9",3,1002,10,1,1,1,"test",62,"","",NA,"","4",62,"4","bilder/boy eating apple.bmp","bilder/boy eating apple2.bmp","Wo ist der Junge mit dem Apfel?"
"1605",39,"9",3,1005,10,1,1,1,"test",63,"","",NA,"","{+}",63,"{+}","bilder/clown purple.bmp","bilder/clown yellow.bmp","Wo ist der Clown mit den gelben Haaren?"
"1606",39,"9",3,14,2,1,0,1,"test",64,"","",NA,"","4",64,"4","bilder/Painter pushing Ballerina.bmp","bilder/Ballerina pushing Painter.bmp","Wo ist die Ballerina, die die Malerin schubst?"
"1607",39,"9",3,13,2,1,0,1,"test",65,"","",NA,"","4",65,"4","bilder/36b.bmp","bilder/36a.bmp","Wo ist die Großmutter, die die Königin küsst?"
"1608",39,"9",3,1009,10,1,1,1,"test",66,"","",NA,"","{+}",66,"{+}","bilder/granny carrying shopping bags2.bmp","bilder/granny carrying shopping bags.bmp","Wo ist die Großmutter mit den Einkaufsbeuteln?"
"1609",39,"9",3,16,2,1,0,1,"test",67,"","",NA,"","4",67,"4","bilder/49b.bmp","bilder/49a.bmp","Wo ist die Sängerin, die das Kind umarmt?"
"1610",39,"9",3,15,2,1,0,1,"test",68,"","",NA,"","{+}",68,"{+}","bilder/Witch waking Nurse.bmp","bilder/Nurse waking Witch.bmp","Wo ist die Hexe, die die Krankenschwester weckt?"
"1611",39,"9",3,1028,10,1,1,1,"test",69,"","",NA,"","4",69,"4","bilder/girl shaking.bmp","bilder/girl shaking 2.bmp","Wo zittert das Mädchen"
"1612",39,"9",3,36,2,1,1,1,"test",70,"","",NA,"","{+}",70,"{+}","bilder/Woman pushing Granny.bmp","bilder/Granny pushing Woman.bmp","Wo ist die Frau, die die Großmutter schubst"
"1613",39,"9",3,29,2,1,0,1,"test",71,"","",NA,"","4",71,"4","bilder/Ballerina waking Girl.bmp","bilder/Girl waking Ballerina.bmp","Wo ist das Mädchen, das die Ballerina weckt"
"1614",39,"9",3,1029,10,1,1,1,"test",72,"","",NA,"","{+}",72,"{+}","bilder/nurse boy.bmp","bilder/nurse talks on phone.bmp","Wo telefoniert die Krankenschwester"
"1615",39,"9",3,1030,10,1,0,1,"test",73,"","",NA,"","{+}",73,"{+}","bilder/grandpa talks to granddaughter 2.bmp","bilder/grandpa talks to granddaughter.bmp","Wo spricht der Großvater mit dem Mädchen"
"1616",39,"9",3,19,2,1,0,1,"test",74,"","",NA,"","{+}",74,"{+}","bilder/Doctor hugging Witch.bmp","bilder/Witch hugging doctor.bmp","Wo ist die Ärztin, die die Hexe umarmt"
"1617",39,"9",3,32,2,1,0,1,"test",75,"","",NA,"","4",75,"4","bilder/Singer splashing Photographer.bmp","bilder/Photographer splashing Singer.bmp","Wo ist die Fotografin, die die Sängerin bespritzt"
"1618",39,"9",3,1031,10,1,1,1,"test",76,"","",NA,"","4",76,"4","bilder/girl drinks.bmp","bilder/girl drinks 2.bmp","Wo trinkt das Mädchen"
"1619",39,"9",3,24,2,1,0,1,"test",77,"","",NA,"","{+}",77,"{+}","bilder/Singer combing Ballerina.bmp","bilder/Ballerina combing Singer.bmp","Wo ist die Sängerin, die die Ballerina kämmt"
"1620",39,"9",3,28,2,1,0,1,"test",78,"","",NA,"","4",78,"4","bilder/Woman kissing Nurse.bmp","bilder/Nurse kissing Woman.bmp","Wo ist die Krankenschwester, die die Frau küsst"
"1633",40,"9",1,30,2,1,0,0,"test",1,"","",NA,"","{+}",1,"{+}","bilder/Queen splashing Granny.bmp","bilder/Granny splashing Queen.bmp","Wo ist die Königin, die die Großmutter bespritzt"
"1634",40,"9",1,35,2,1,0,0,"test",2,"","",NA,"","4",2,"4","bilder/Child waking Witch.bmp","bilder/Witch waking Child.bmp","Wo ist die Hexe, die das Kind weckt"
"1635",40,"9",1,1031,10,1,1,0,"test",3,"","",NA,"","4",3,"4","bilder/girl drinks.bmp","bilder/girl drinks 2.bmp","Wo trinkt das Mädchen"
"1636",40,"9",1,31,2,1,0,0,"test",4,"","",NA,"","{+}",4,"{+}","bilder/Queen hugging Doctor.bmp","bilder/Doctor hugging Queen.bmp","Wo ist die Königin, die die Ärztin umarmt"
"1637",40,"9",1,23,2,1,0,0,"test",5,"","",NA,"","{+}",5,"{+}","bilder/Child combing Painter.bmp","bilder/Painter combing Child.bmp","Wo ist das Kind, das die Malerin kämmt"
"1638",40,"9",1,1028,10,1,1,0,"test",6,"","",NA,"","4",6,"4","bilder/girl shaking.bmp","bilder/girl shaking 2.bmp","Wo zittert das Mädchen"
"1639",40,"9",1,1029,10,1,1,0,"test",7,"","",NA,"","{+}",7,"{+}","bilder/nurse boy.bmp","bilder/nurse talks on phone.bmp","Wo telefoniert die Krankenschwester"
"1640",40,"9",1,33,2,1,0,0,"test",8,"","",NA,"","4",8,"4","bilder/Painter kissing Nurse.bmp","bilder/Nurse kissing Painter.bmp","Wo ist die Krankenschwester, die die Malerin küsst"
"1641",40,"9",1,22,2,1,0,0,"test",9,"","",NA,"","4",9,"4","bilder/Girl pushing granny.bmp","bilder/Granny pushing Girl.bmp","Wo ist die Großmutter, die das Mädchen schubst"
"1642",40,"9",1,1030,10,1,1,0,"test",10,"","",NA,"","{+}",10,"{+}","bilder/grandpa talks to granddaughter 2.bmp","bilder/grandpa talks to granddaughter.bmp","Wo spricht der Großvater mit dem Mädchen"
"1643",40,"9",1,6,2,1,0,0,"test",11,"","",NA,"","{+}",11,"{+}","bilder/Doctor waking Ballerina.bmp","bilder/Ballerina waking Doctor.bmp","Wo ist die Ärztin, die die Ballerina weckt?"
"1644",40,"9",1,12,2,1,0,0,"test",12,"","",NA,"","4",12,"4","bilder/50b.bmp","bilder/50a.bmp","Wo ist die Frau, die das Mädchen umarmt?"
"1645",40,"9",1,1009,10,1,1,0,"test",13,"","",NA,"","{+}",13,"{+}","bilder/granny carrying shopping bags2.bmp","bilder/granny carrying shopping bags.bmp","Wo ist die Großmutter mit den Einkaufsbeuteln?"
"1646",40,"9",1,5,2,1,0,0,"test",14,"","",NA,"","{+}",14,"{+}","bilder/13a.bmp","bilder/13b.bmp","Wo ist das Kind, das die Königin schubst?"
"1647",40,"9",1,2,2,1,0,0,"test",15,"","",NA,"","4",15,"4","bilder/Witch kissing Photographer.bmp","bilder/Photographer kissing Witch.bmp","Wo ist die Fotografin, die die Hexe küsst?"
"1648",40,"9",1,1005,10,1,1,0,"test",16,"","",NA,"","{+}",16,"{+}","bilder/clown purple.bmp","bilder/clown yellow.bmp","Wo ist der Clown mit den gelben Haaren?"
"1649",40,"9",1,1002,10,1,1,0,"test",17,"","",NA,"","4",17,"4","bilder/boy eating apple.bmp","bilder/boy eating apple2.bmp","Wo ist der Junge mit dem Apfel?"
"1650",40,"9",1,17,2,1,0,0,"test",18,"","",NA,"","4",18,"4","bilder/Granny combing Woman.bmp","bilder/Woman combing Granny.bmp","Wo ist die Frau, die die Großmutter kämmt?"
"1651",40,"9",1,8,2,1,0,0,"test",19,"","",NA,"","{+}",19,"{+}","bilder/25a.bmp","bilder/25b.bmp","Wo ist die Sängerin, die das Mädchen bespritzt?"
"1652",40,"9",1,1016,10,1,1,0,"test",20,"","",NA,"","4",20,"4","bilder/chef sitting at table.bmp","bilder/chef sitting at table2.bmp","Wo sitzt der Koch am Tisch?"
"1653",40,"9",2,512,1,1,0,0,"test",21,"","",NA,"","{+}",21,"{+}","bilder/Granny pushing Singer.bmp","bilder/Granny combing Singer.bmp","Wo ist die Sängerin, die die Großmutter kämmt"
"1654",40,"9",2,32,2,1,0,0,"test",22,"","",NA,"","4",22,"4","bilder/Singer splashing Photographer.bmp","bilder/Photographer splashing Singer.bmp","Wo ist die Fotografin, die die Sängerin bespritzt"
"1655",40,"9",2,1026,10,1,1,0,"test",23,"","",NA,"","{+}",23,"{+}","bilder/woman listens to radio 2.bmp","bilder/woman listens to radio.bmp","Wo hört die Frau Radio"
"1656",40,"9",2,511,1,1,0,0,"test",24,"","",NA,"","4",24,"4","bilder/Child kissing Girl.bmp","bilder/Child splashing Girl.bmp","Wo ist das Mädchen, das das Kind küsst"
"1657",40,"9",2,24,2,1,0,0,"test",25,"","",NA,"","{+}",25,"{+}","bilder/Singer combing Ballerina.bmp","bilder/Ballerina combing Singer.bmp","Wo ist die Sängerin, die die Ballerina kämmt"
"1658",40,"9",2,1027,10,1,1,0,"test",26,"","",NA,"","4",26,"4","bilder/girl prods man with ruler HA.bmp","bilder/girl prods man with ruler LA.bmp","Wo ist das Mädchen mit dem lineal?"
"1659",40,"9",2,510,1,1,0,0,"test",27,"","",NA,"","{+}",27,"{+}","bilder/Woman combing Ballerina.bmp","bilder/Woman splashing Ballerina.bmp","Wo ist die Ballerina, die die Frau bespritzt"
"1660",40,"9",2,19,2,1,0,0,"test",28,"","",NA,"","{+}",28,"{+}","bilder/Doctor hugging Witch.bmp","bilder/Witch hugging doctor.bmp","Wo ist die Ärztin, die die Hexe umarmt"
"1661",40,"9",2,1025,10,1,1,0,"test",29,"","",NA,"","{+}",29,"{+}","bilder/grandpa reads book to boy 2.bmp","bilder/grandpa reads book to boy.bmp","Wo liest der Großvater dem Jungen vor"
"1662",40,"9",2,1024,10,1,1,0,"test",30,"","",NA,"","4",30,"4","bilder/grandma with handbag waves man.bmp","bilder/grandma with handbag waves man 2.bmp","Wo ist die Großmutter mit der Handtasche"
"1663",40,"9",2,509,1,1,0,0,"test",31,"","",NA,"","4",31,"4","bilder/Witch waking Photographer.bmp","bilder/Witch kissing Photographer.bmp","Wo ist die Fotografin, die die Hexe weckt"
"1664",40,"9",2,28,2,1,0,0,"test",32,"","",NA,"","4",32,"4","bilder/Woman kissing Nurse.bmp","bilder/Nurse kissing Woman.bmp","Wo ist die Krankenschwester, die die Frau küsst"
"1665",40,"9",2,1023,10,1,1,0,"test",33,"","",NA,"","{+}",33,"{+}","bilder/doctor talks on phone 2.bmp","bilder/doctor talks on phone.bmp","Wo telefoniert der Doktor"
"1666",40,"9",2,508,1,1,0,0,"test",34,"","",NA,"","4",34,"4","bilder/Doctor pushing Queen.bmp","bilder/Doctor hugging Queen.bmp","Wo ist die Königin, die die Ärztin schubst"
"1667",40,"9",2,29,2,1,0,0,"test",35,"","",NA,"","4",35,"4","bilder/Ballerina waking Girl.bmp","bilder/Girl waking Ballerina.bmp","Wo ist das Mädchen, das die Ballerina weckt"
"1668",40,"9",2,1022,10,1,1,0,"test",36,"","",NA,"","{+}",36,"{+}","bilder/man reads newspaper 2.bmp","bilder/man reads newspaper.bmp","Wo liest der Mann die Zeitung?"
"1669",40,"9",2,1032,10,1,1,0,"test",37,"","",NA,"","4",37,"4","bilder/woman cuts cake.bmp","bilder/man cutting cake.bmp","Wo schneidet die Frau den Kuchen?"
"1670",40,"9",2,507,1,1,0,0,"test",38,"","",NA,"","{+}",38,"{+}","bilder/Painter waking Nurse.bmp","bilder/Painter hugging Nurse.bmp","Wo ist die Krankenschwester, die die Malerin umarmt"
"1671",40,"9",2,36,2,1,0,0,"test",39,"","",NA,"","{+}",39,"{+}","bilder/Woman pushing Granny.bmp","bilder/Granny pushing Woman.bmp","Wo ist die Frau, die die Großmutter schubst"
"1672",40,"9",2,1021,10,1,1,0,"test",40,"","",NA,"","4",40,"4","bilder/boy plays with dog.bmp","bilder/boy plays with dog2.bmp","Wo spielt der Junge mit dem Hund"
"1673",40,"9",2,501,1,1,0,0,"test",41,"","",NA,"","4",41,"4","bilder/Ballerina kissing Doctor.bmp","bilder/Ballerina pushing Doctor.bmp","Wo ist die Ärztin, die die Ballerina küsst?"
"1674",40,"9",2,15,2,1,0,0,"test",42,"","",NA,"","{+}",42,"{+}","bilder/Witch waking Nurse.bmp","bilder/Nurse waking Witch.bmp","Wo ist die Hexe, die die Krankenschwester weckt?"
"1675",40,"9",2,1001,10,1,1,0,"test",43,"","",NA,"","4",43,"4","bilder/boy laughing.bmp","bilder/boy laughing2.bmp","Wo lacht der Junge?"
"1676",40,"9",2,505,1,1,0,0,"test",44,"","",NA,"","{+}",44,"{+}","bilder/Girl waking Painter.bmp","bilder/Girl combing Painter.bmp","Wo ist die Malerin, die das Mädchen kämmt?"
"1677",40,"9",2,16,2,1,0,0,"test",45,"","",NA,"","4",45,"4","bilder/49b.bmp","bilder/49a.bmp","Wo ist die Sängerin, die das Kind umarmt?"
"1678",40,"9",2,1011,10,1,1,0,"test",46,"","",NA,"","{+}",46,"{+}","bilder/grandpa waving chef2.bmp","bilder/grandpa waving chef.bmp","Wo winkt der Großvater dem Koch?"
"1679",40,"9",2,506,1,1,0,0,"test",47,"","",NA,"","4",47,"4","bilder/Singer pushing Witch.bmp","bilder/Singer combing Witch.bmp","Wo ist die Hexe, die die Sängerin schubst?"
"1680",40,"9",2,13,2,1,0,0,"test",48,"","",NA,"","4",48,"4","bilder/36b.bmp","bilder/36a.bmp","Wo ist die Großmutter, die die Königin küsst?"
"1681",40,"9",2,1007,10,1,1,0,"test",49,"","",NA,"","{+}",49,"{+}","bilder/girl riding bike2.bmp","bilder/girl riding bike.bmp","Wo fährt das Mädchen mit dem Fahrrad?"
"1682",40,"9",2,504,1,1,0,0,"test",50,"","",NA,"","{+}",50,"{+}","bilder/Nurse kissing Child.bmp","bilder/Nurse splashing Child.bmp","Wo ist das Kind, das die Krankenschwester bespritzt?"
"1683",40,"9",2,14,2,1,0,0,"test",51,"","",NA,"","4",51,"4","bilder/Painter pushing Ballerina.bmp","bilder/Ballerina pushing Painter.bmp","Wo ist die Ballerina, die die Malerin schubst?"
"1684",40,"9",2,1010,10,1,1,0,"test",52,"","",NA,"","4",52,"4","bilder/grandpa dancing.bmp","bilder/grandpa dancing2.bmp","Wo tanzt der Großvater?"
"1685",40,"9",2,502,1,1,0,0,"test",53,"","",NA,"","{+}",53,"{+}","bilder/Photographer splashing Granny.bmp","bilder/Photographer hugging Granny.bmp","Wo ist die Großmutter, die die Fotografin umarmt?"
"1686",40,"9",2,3,2,1,0,0,"test",54,"","",NA,"","{+}",54,"{+}","bilder/Painter splashing Doctor.bmp","bilder/Doctor splashing painter.bmp","Wo ist die Malerin, die die Ärztin bespritzt?"
"1687",40,"9",2,1008,10,1,1,0,"test",55,"","",NA,"","4",55,"4","bilder/girl tickling boy with feather HA.bmp","bilder/girl talks to boy with tube LA.bmp","Wo kitzelt das Mädchen den Jungen?"
"1688",40,"9",2,1013,10,1,1,0,"test",56,"","",NA,"","{+}",56,"{+}","bilder/man cutting cake2.bmp","bilder/man cutting cake.bmp","Wo schneidet der Mann den Kuchen?"
"1689",40,"9",2,503,1,1,0,0,"test",57,"","",NA,"","4",57,"4","bilder/Queen waking Woman.bmp","bilder/Queen hugging Woman.bmp","Wo ist die Frau, die die Königin weckt?"
"1690",40,"9",2,4,2,1,0,0,"test",58,"","",NA,"","{+}",58,"{+}","bilder/Nurse combing Photographer.bmp","bilder/Photographer combing nurse.bmp","Wo ist die Krankenschwester, die die Fotografin kämmt?"
"1691",40,"9",3,1020,10,1,1,0,"test",59,"","",NA,"","{+}",59,"{+}","bilder/grandpa bathing 2.bmp","bilder/grandpa bathing.bmp","Wo badet der Großvater"
"1692",40,"9",3,20,2,1,0,0,"test",60,"","",NA,"","4",60,"4","bilder/Photographer splashing Ballerina.bmp","bilder/Ballerina splashing Photographer.bmp","Wo ist die Ballerina, die die Fotografin bespritzt"
"1693",40,"9",3,25,2,1,0,0,"test",61,"","",NA,"","4",61,"4","bilder/Painter hugging Queen.bmp","bilder/Queen hugging Painter.bmp","Wo ist die Königin, die die Malerin umarmt"
"1694",40,"9",3,1019,10,1,1,0,"test",62,"","",NA,"","4",62,"4","bilder/man sleeps.bmp","bilder/man sleeps 2.bmp","Wo schläft der Mann"
"1695",40,"9",3,26,2,1,0,0,"test",63,"","",NA,"","{+}",63,"{+}","bilder/Doctor combing Witch.bmp","bilder/Witch combing Doctor.bmp","Wo ist die Ärztin, die die Hexe kämmt"
"1696",40,"9",3,34,2,1,0,0,"test",64,"","",NA,"","{+}",64,"{+}","bilder/Child kissing Nurse.bmp","bilder/Nurse kissing Child.bmp","Wo ist das Kind, das die Krankenschwester küsst"
"1697",40,"9",3,1018,10,1,1,0,"test",65,"","",NA,"","4",65,"4","bilder/grandpa waves chef.bmp","bilder/grandpa waves woman.bmp","Wo grüßt der Großvater den Koch"
"1698",40,"9",3,1017,10,1,1,0,"test",66,"","",NA,"","{+}",66,"{+}","bilder/girl helps grandma 2.bmp","bilder/girl helps grandma.bmp","Wo hilft das Mädchen der Großmutter"
"1699",40,"9",3,27,2,1,0,0,"test",67,"","",NA,"","{+}",67,"{+}","bilder/Singer waking Photographer.bmp","bilder/Photographer waking Singer.bmp","Wo ist die Sängerin, die die Fotografin weckt"
"1700",40,"9",3,21,2,1,0,0,"test",68,"","",NA,"","4",68,"4","bilder/Girl pushing Woman.bmp","bilder/Woman pushing Girl.bmp","Wo ist die Frau, die das Mädchen schubst"
"1701",40,"9",3,1006,10,1,1,0,"test",69,"","",NA,"","{+}",69,"{+}","bilder/girl combing hair2.bmp","bilder/girl combing hair.bmp","Wo kämmt sich das Mädchen die Haare"
"1702",40,"9",3,11,2,1,0,0,"test",70,"","",NA,"","4",70,"4","bilder/30b.bmp","bilder/30a.bmp","Wo ist die Malerin, die die Großmutter weckt?"
"1703",40,"9",3,1,2,1,0,0,"test",71,"","",NA,"","{+}",71,"{+}","bilder/15a.bmp","bilder/15b.bmp","Wo ist die Krankenschwester, die die Ballerina umarmt?"
"1704",40,"9",3,1004,10,1,1,0,"test",72,"","",NA,"","4",72,"4","bilder/chef carrying cake.bmp","bilder/chef carrying cake2.bmp","Wo ist der Koch mit dem Kuchen?"
"1705",40,"9",3,1012,10,1,1,0,"test",73,"","",NA,"","{+}",73,"{+}","bilder/man combing boy2.bmp","bilder/man combing boy.bmp","Wo kämmt der Mann den Jungen?"
"1706",40,"9",3,10,2,1,0,0,"test",74,"","",NA,"","4",74,"4","bilder/14b.bmp","bilder/14a.bmp","Wo ist die Fotografin, die die Ärztin schubst?"
"1707",40,"9",3,9,2,1,0,0,"test",75,"","",NA,"","{+}",75,"{+}","bilder/11a.bmp","bilder/11b.bmp","Wo ist das Mädchen, das die Sängerin küsst?"
"1708",40,"9",3,1003,10,1,1,0,"test",76,"","",NA,"","4",76,"4","bilder/cat chasing cat2.bmp","bilder/cat chasing cat.bmp","Wo jagt der Hund die Katze?"
"1709",40,"9",3,7,2,1,0,0,"test",77,"","",NA,"","4",77,"4","bilder/21b.bmp","bilder/21a.bmp","Wo ist die Königin, die das Kind kämmt?"
"1710",40,"9",3,18,2,1,0,0,"test",78,"","",NA,"","{+}",78,"{+}","bilder/Witch splashing Woman.bmp","bilder/Woman splashing Witch.bmp","Wo ist die Hexe, die die Frau bespritzt?"
"1723",41,"9",1,20,2,1,0,0,"test",1,"","",NA,"","4",1,"4","bilder/Photographer splashing Ballerina.bmp","bilder/Ballerina splashing Photographer.bmp","Wo ist die Ballerina, die die Fotografin bespritzt"
"1724",41,"9",1,25,2,1,0,0,"test",2,"","",NA,"","4",2,"4","bilder/Painter hugging Queen.bmp","bilder/Queen hugging Painter.bmp","Wo ist die Königin, die die Malerin umarmt"
"1725",41,"9",1,1031,10,1,1,0,"test",3,"","",NA,"","4",3,"4","bilder/girl drinks.bmp","bilder/girl drinks 2.bmp","Wo trinkt das Mädchen"
"1726",41,"9",1,26,2,1,0,0,"test",4,"","",NA,"","{+}",4,"{+}","bilder/Doctor combing Witch.bmp","bilder/Witch combing Doctor.bmp","Wo ist die Ärztin, die die Hexe kämmt"
"1727",41,"9",1,34,2,1,0,0,"test",5,"","",NA,"","{+}",5,"{+}","bilder/Child kissing Nurse.bmp","bilder/Nurse kissing Child.bmp","Wo ist das Kind, das die Krankenschwester küsst"
"1728",41,"9",1,1030,10,1,1,0,"test",6,"","",NA,"","{+}",6,"{+}","bilder/grandpa talks to granddaughter 2.bmp","bilder/grandpa talks to granddaughter.bmp","Wo spricht der Großvater mit dem Mädchen"
"1729",41,"9",1,1029,10,1,1,0,"test",7,"","",NA,"","{+}",7,"{+}","bilder/nurse boy.bmp","bilder/nurse talks on phone.bmp","Wo telefoniert die Krankenschwester"
"1730",41,"9",1,27,2,1,0,0,"test",8,"","",NA,"","{+}",8,"{+}","bilder/Singer waking Photographer.bmp","bilder/Photographer waking Singer.bmp","Wo ist die Sängerin, die die Fotografin weckt"
"1731",41,"9",1,21,2,1,0,0,"test",9,"","",NA,"","4",9,"4","bilder/Girl pushing Woman.bmp","bilder/Woman pushing Girl.bmp","Wo ist die Frau, die das Mädchen schubst"
"1732",41,"9",1,1028,10,1,1,0,"test",10,"","",NA,"","4",10,"4","bilder/girl shaking.bmp","bilder/girl shaking 2.bmp","Wo zittert das Mädchen"
"1733",41,"9",1,11,2,1,0,0,"test",11,"","",NA,"","4",11,"4","bilder/30b.bmp","bilder/30a.bmp","Wo ist die Malerin, die die Großmutter weckt?"
"1734",41,"9",1,1,2,1,0,0,"test",12,"","",NA,"","{+}",12,"{+}","bilder/15a.bmp","bilder/15b.bmp","Wo ist die Krankenschwester, die die Ballerina umarmt?"
"1735",41,"9",1,1009,10,1,1,0,"test",13,"","",NA,"","{+}",13,"{+}","bilder/granny carrying shopping bags2.bmp","bilder/granny carrying shopping bags.bmp","Wo ist die Großmutter mit den Einkaufsbeuteln?"
"1736",41,"9",1,10,2,1,0,0,"test",14,"","",NA,"","4",14,"4","bilder/14b.bmp","bilder/14a.bmp","Wo ist die Fotografin, die die Ärztin schubst?"
"1737",41,"9",1,9,2,1,0,0,"test",15,"","",NA,"","{+}",15,"{+}","bilder/11a.bmp","bilder/11b.bmp","Wo ist das Mädchen, das die Sängerin küsst?"
"1738",41,"9",1,1005,10,1,1,0,"test",16,"","",NA,"","{+}",16,"{+}","bilder/clown purple.bmp","bilder/clown yellow.bmp","Wo ist der Clown mit den gelben Haaren?"
"1739",41,"9",1,1002,10,1,1,0,"test",17,"","",NA,"","4",17,"4","bilder/boy eating apple.bmp","bilder/boy eating apple2.bmp","Wo ist der Junge mit dem Apfel?"
"1740",41,"9",1,7,2,1,0,0,"test",18,"","",NA,"","4",18,"4","bilder/21b.bmp","bilder/21a.bmp","Wo ist die Königin, die das Kind kämmt?"
"1741",41,"9",1,18,2,1,0,0,"test",19,"","",NA,"","{+}",19,"{+}","bilder/Witch splashing Woman.bmp","bilder/Woman splashing Witch.bmp","Wo ist die Hexe, die die Frau bespritzt?"
"1742",41,"9",1,1016,10,1,1,0,"test",20,"","",NA,"","4",20,"4","bilder/chef sitting at table.bmp","bilder/chef sitting at table2.bmp","Wo sitzt der Koch am Tisch?"
"1743",41,"9",2,512,1,1,1,0,"test",21,"","",NA,"","{+}",21,"{+}","bilder/Granny pushing Singer.bmp","bilder/Granny combing Singer.bmp","Wo ist die Sängerin, die die Großmutter kämmt"
"1744",41,"9",2,35,2,1,0,0,"test",22,"","",NA,"","4",22,"4","bilder/Child waking Witch.bmp","bilder/Witch waking Child.bmp","Wo ist die Hexe, die das Kind weckt"
"1745",41,"9",2,1024,10,1,1,0,"test",23,"","",NA,"","4",23,"4","bilder/grandma with handbag waves man.bmp","bilder/grandma with handbag waves man 2.bmp","Wo ist die Großmutter mit der Handtasche"
"1746",41,"9",2,511,1,1,1,0,"test",24,"","",NA,"","4",24,"4","bilder/Child kissing Girl.bmp","bilder/Child splashing Girl.bmp","Wo ist das Mädchen, das das Kind küsst"
